Вид спорта;Район;Число активированных спортзон по доступности;Удовлетворенность спортзонами
Велоспорт - Маунтинбайк;район Выхино-Жулебино;0;0.000
Велоспорт - Трек;район Выхино-Жулебино;0;0.000
Велоспорт - Шоссе;район Выхино-Жулебино;0;0.000
Воднолыжный спорт;район Выхино-Жулебино;0;0.000
Восточное единоборство;район Выхино-Жулебино;0;0.000
Физкультурно-спортивный комплекс ГТО;район Выхино-Жулебино;0;0.000
Всестилевое каратэ;район Выхино-Жулебино;0;0.000
Гольф;район Выхино-Жулебино;0;0.000
Горнолыжный спорт;район Выхино-Жулебино;0;0.000
Гребля на байдарках и каноэ;район Выхино-Жулебино;0;0.000
Гребля на шлюпках;район Выхино-Жулебино;0;0.000
Гребной спорт;район Выхино-Жулебино;0;0.000
Ездовой спорт;район Выхино-Жулебино;0;0.000
Зорбинг;район Выхино-Жулебино;0;0.000
Капоэйра;район Выхино-Жулебино;0;0.000
Катание на ездовой упряжке;район Выхино-Жулебино;0;0.000
Катание на лыжах;район Выхино-Жулебино;0;0.000
Катание на надувных санях;район Выхино-Жулебино;0;0.000
Кендо;район Выхино-Жулебино;0;0.000
Кёрлинг;район Выхино-Жулебино;0;0.000
Киберспорт;район Выхино-Жулебино;0;0.000
Киокусинкай;район Выхино-Жулебино;0;0.000
Комплексное соревнование;район Выхино-Жулебино;0;0.000
Конгрессы, конференции, семинары;район Выхино-Жулебино;0;0.000
Кроссфит;район Выхино-Жулебино;0;0.000
Мас-рестлинг;район Выхино-Жулебино;0;0.000
Мини-гольф;район Выхино-Жулебино;0;0.000
Мотоциклетный спорт;район Выхино-Жулебино;0;0.000
Новус;район Выхино-Жулебино;0;0.000
Парусный спорт;район Выхино-Жулебино;0;0.000
Петанк;район Выхино-Жулебино;0;0.000
Подводный спорт;район Выхино-Жулебино;0;0.000
Практическая стрельба;район Выхино-Жулебино;0;0.000
Прыжки в воду;район Выхино-Жулебино;0;0.000
Прыжки на батуте;район Выхино-Жулебино;0;0.000
Прыжки на лыжах с трамплина;район Выхино-Жулебино;0;0.000
Пулевая стрельба;район Выхино-Жулебино;0;0.000
Регби;район Выхино-Жулебино;0;0.000
Рыболовный спорт;район Выхино-Жулебино;0;0.000
Самокатный спорт;район Выхино-Жулебино;0;0.000
Силовой;район Выхино-Жулебино;0;0.000
Скалолазание;район Выхино-Жулебино;0;0.000
Скандинавская ходьба;район Выхино-Жулебино;0;0.000
Сквош;район Выхино-Жулебино;0;0.000
Сноуборд;район Выхино-Жулебино;0;0.000
Современное пятиборье;район Выхино-Жулебино;0;0.000
Софтбол;район Выхино-Жулебино;0;0.000
Спорт глухих;район Выхино-Жулебино;0;0.000
Спорт лиц с ОВЗ;район Выхино-Жулебино;0;0.000
Спорт лиц с поражением ОДА;район Выхино-Жулебино;0;0.000
Спортивная аэробика;район Выхино-Жулебино;0;0.000
Спортивный туризм;район Выхино-Жулебино;0;0.000
Стендовая стрельба;район Выхино-Жулебино;0;0.000
Страйкбол;район Выхино-Жулебино;0;0.000
Стрельба;район Выхино-Жулебино;0;0.000
Стрельба из арбалета;район Выхино-Жулебино;0;0.000
Стрельба из стрелкового оружия;район Выхино-Жулебино;0;0.000
Стрельба из лука;район Выхино-Жулебино;0;0.000
Стрельба из табельного оружия;район Выхино-Жулебино;0;0.000
Стрельба из электронного оружия;район Выхино-Жулебино;0;0.000
Сумо;район Выхино-Жулебино;0;0.000
Фехтование;район Выхино-Жулебино;0;0.000
Флорбол;район Выхино-Жулебино;0;0.000
Фристайл;район Выхино-Жулебино;0;0.000
Хоккей на траве;район Выхино-Жулебино;0;0.000
Шашки;район Выхино-Жулебино;0;0.000
Экспозиции;район Выхино-Жулебино;0;0.000
Авиамодельный спорт;район Выхино-Жулебино;0;0.000
Автомобильный спорт;район Гольяново;0;0.000
Автомодельный спорт;район Гольяново;0;0.000
Американский футбол;район Гольяново;0;0.000
Армейский рукопашный бой;район Гольяново;0;0.000
Армлифтинг;район Гольяново;0;0.000
Бейсбол;район Гольяново;0;0.000
Биатлон;район Гольяново;0;0.000
Бильярдный спорт;район Гольяново;0;0.000
Борьба на поясах;район Гольяново;0;0.000
Боулинг;район Гольяново;0;0.000
Бочча;район Гольяново;0;0.000
Веломобильный спорт;район Гольяново;0;0.000
Велоспорт;район Гольяново;0;0.000
Велоспорт - Маунтинбайк;район Гольяново;0;0.000
Велоспорт - Шоссе;район Гольяново;0;0.000
Велоспорт ВМХ;район Гольяново;0;0.000
Водное поло;район Гольяново;0;0.000
Воднолыжный спорт;район Гольяново;0;0.000
Физкультурно-спортивный комплекс ГТО;район Гольяново;0;0.000
Всестилевое каратэ;район Гольяново;0;0.000
Гандбол;район Гольяново;0;0.000
Гольф;район Гольяново;0;0.000
Горнолыжный спорт;район Гольяново;0;0.000
Городошный спорт;район Гольяново;0;0.000
Гребля на байдарках и каноэ;район Гольяново;0;0.000
Гребля на шлюпках;район Гольяново;0;0.000
Гребной спорт;район Гольяново;0;0.000
Джиу-джитсу;район Гольяново;0;0.000
Ездовой спорт;район Гольяново;0;0.000
Зимнее купание;район Гольяново;0;0.000
Зорбинг;район Гольяново;0;0.000
Зумба;район Гольяново;0;0.000
Йога;район Гольяново;0;0.000
Капоэйра;район Гольяново;0;0.000
Катание на ездовой упряжке;район Гольяново;0;0.000
Катание на лошадях;район Гольяново;0;0.000
Катание на лыжах;район Гольяново;0;0.000
Катание на надувных санях;район Гольяново;0;0.000
Кендо;район Гольяново;0;0.000
Кёрлинг;район Гольяново;0;0.000
Киберспорт;район Гольяново;0;0.000
Киокусинкай;район Гольяново;0;0.000
Комплексное соревнование;район Гольяново;0;0.000
Конгрессы, конференции, семинары;район Гольяново;0;0.000
Конный спорт;район Гольяново;0;0.000
Конькобежный спорт;район Гольяново;0;0.000
Лыжное двоеборье;район Гольяново;0;0.000
Мас-рестлинг;район Гольяново;0;0.000
Мини-гольф;район Гольяново;0;0.000
Мотоциклетный спорт;район Гольяново;0;0.000
Настольные игры;район Гольяново;0;0.000
Новус;район Гольяново;0;0.000
Обучение правилам дорожного движения;район Гольяново;0;0.000
Парусный спорт;район Гольяново;0;0.000
Петанк;район Гольяново;0;0.000
Подводный спорт;район Гольяново;0;0.000
Полиатлон;район Гольяново;0;0.000
Комплексные мероприятия;район Гольяново;0;0.000
Прокат спортинвентаря;район Гольяново;0;0.000
Прыжки в воду;район Гольяново;0;0.000
Прыжки на лыжах с трамплина;район Гольяново;0;0.000
Пулевая стрельба;район Гольяново;0;0.000
Пейнтбол;район Гольяново;0;0.000
Роллер спорт;район Гольяново;0;0.000
Рукопашный бой;район Гольяново;0;0.000
Рыболовный спорт;район Гольяново;0;0.000
Самокатный спорт;район Гольяново;0;0.000
Силовой;район Гольяново;0;0.000
Синхронное плавание;район Гольяново;0;0.000
Скандинавская ходьба;район Гольяново;0;0.000
Сквош;район Гольяново;0;0.000
Скейтбординг;район Гольяново;0;0.000
Смешанное единоборство (ММА);район Гольяново;0;0.000
Сноуборд;район Гольяново;0;0.000
Современное пятиборье;район Гольяново;0;0.000
Софтбол;район Гольяново;0;0.000
Спорт глухих;район Гольяново;0;0.000
Спорт лиц с ОВЗ;район Гольяново;0;0.000
Спорт лиц с поражением ОДА;район Гольяново;0;0.000
Спортивная аэробика;район Гольяново;0;0.000
Спортивный туризм;район Гольяново;0;0.000
Стендовая стрельба;район Гольяново;0;0.000
Страйкбол;район Гольяново;0;0.000
Стрельба;район Гольяново;0;0.000
Стрельба из арбалета;район Гольяново;0;0.000
Стрельба из стрелкового оружия;район Гольяново;0;0.000
Стрельба из табельного оружия;район Гольяново;0;0.000
Стрельба из электронного оружия;район Гольяново;0;0.000
Сумо;район Гольяново;0;0.000
Ушу;район Гольяново;0;0.000
Фехтование;район Гольяново;0;0.000
Фитнес-аэробика;район Гольяново;0;0.000
Фристайл;район Гольяново;0;0.000
Футбольный фристайл;район Гольяново;0;0.000
Хоккей на траве;район Гольяново;0;0.000
Чир спорт;район Гольяново;0;0.000
Шашки;район Гольяново;0;0.000
Экспозиции;район Гольяново;0;0.000
Эстетическая гимнастика;район Гольяново;0;0.000
Американский футбол;район Дорогомилово;0;0.000
Биатлон;район Дорогомилово;0;0.000
Боулинг;район Дорогомилово;0;0.000
Бочча;район Дорогомилово;0;0.000
Веломобильный спорт;район Дорогомилово;0;0.000
Велоспорт;район Дорогомилово;0;0.000
Велоспорт - Маунтинбайк;район Дорогомилово;0;0.000
Велоспорт - Трек;район Дорогомилово;0;0.000
Велоспорт - Шоссе;район Дорогомилово;0;0.000
Воднолыжный спорт;район Дорогомилово;0;0.000
Физкультурно-спортивный комплекс ГТО;район Дорогомилово;0;0.000
Всестилевое каратэ;район Дорогомилово;0;0.000
Гиревой спорт;район Дорогомилово;0;0.000
Гольф;район Дорогомилово;0;0.000
Горнолыжный спорт;район Дорогомилово;0;0.000
Гребля на байдарках и каноэ;район Дорогомилово;0;0.000
Гребля на шлюпках;район Дорогомилово;0;0.000
Гребной спорт;район Дорогомилово;0;0.000
Джиу-джитсу;район Дорогомилово;0;0.000
Ездовой спорт;район Дорогомилово;0;0.000
Зимнее купание;район Дорогомилово;0;0.000
Зорбинг;район Дорогомилово;0;0.000
Игра в снежки;район Дорогомилово;0;0.000
Катание на ездовой упряжке;район Дорогомилово;0;0.000
Катание на лошадях;район Дорогомилово;0;0.000
Катание на лыжах;район Дорогомилово;0;0.000
Катание на надувных санях;район Дорогомилово;0;0.000
Кендо;район Дорогомилово;0;0.000
Киберспорт;район Дорогомилово;0;0.000
Киокусинкай;район Дорогомилово;0;0.000
Комплексное соревнование;район Дорогомилово;0;0.000
Конгрессы, конференции, семинары;район Дорогомилово;0;0.000
Кроссфит;район Дорогомилово;0;0.000
Лыжное двоеборье;район Дорогомилово;0;0.000
Мас-рестлинг;район Дорогомилово;0;0.000
Мотоциклетный спорт;район Дорогомилово;0;0.000
Настольные игры;район Дорогомилово;0;0.000
Новус;район Дорогомилово;0;0.000
Парусный спорт;район Дорогомилово;0;0.000
Петанк;район Дорогомилово;0;0.000
Подводный спорт;район Дорогомилово;0;0.000
Полиатлон;район Дорогомилово;0;0.000
Комплексные мероприятия;район Дорогомилово;0;0.000
Прыжки на лыжах с трамплина;район Дорогомилово;0;0.000
Пейнтбол;район Дорогомилово;0;0.000
Регби;район Дорогомилово;0;0.000
Рыболовный спорт;район Дорогомилово;0;0.000
Самокатный спорт;район Дорогомилово;0;0.000
Силовой;район Дорогомилово;0;0.000
Синхронное плавание;район Дорогомилово;0;0.000
Сноуборд;район Дорогомилово;0;0.000
Современное пятиборье;район Дорогомилово;0;0.000
Софтбол;район Дорогомилово;0;0.000
Спорт глухих;район Дорогомилово;0;0.000
Спорт лиц с ОВЗ;район Дорогомилово;0;0.000
Спорт лиц с поражением ОДА;район Дорогомилово;0;0.000
Спортивная аэробика;район Дорогомилово;0;0.000
Спортивное ориентирование;район Дорогомилово;0;0.000
Страйкбол;район Дорогомилово;0;0.000
Стрельба;район Дорогомилово;0;0.000
Сумо;район Дорогомилово;0;0.000
Тхэквондо;район Дорогомилово;0;0.000
Фехтование;район Дорогомилово;0;0.000
Фристайл;район Дорогомилово;0;0.000
Чир спорт;район Дорогомилово;0;0.000
Экспозиции;район Дорогомилово;0;0.000
Автомодельный спорт;район Замоскворечье;0;0.000
Айкидо;район Замоскворечье;0;0.000
Альпинизм;район Замоскворечье;0;0.000
Американский футбол;район Замоскворечье;0;0.000
Армлифтинг;район Замоскворечье;0;0.000
Бейсбол;район Замоскворечье;0;0.000
Биатлон;район Замоскворечье;0;0.000
Борьба на поясах;район Замоскворечье;0;0.000
Боулинг;район Замоскворечье;0;0.000
Бочча;район Замоскворечье;0;0.000
Веломобильный спорт;район Замоскворечье;0;0.000
Велоспорт;район Замоскворечье;0;0.000
Велоспорт - Маунтинбайк;район Замоскворечье;0;0.000
Велоспорт - Трек;район Замоскворечье;0;0.000
Велоспорт - Шоссе;район Замоскворечье;0;0.000
Велоспорт ВМХ;район Замоскворечье;0;0.000
Водное поло;район Замоскворечье;0;0.000
Воднолыжный спорт;район Замоскворечье;0;0.000
Физкультурно-спортивный комплекс ГТО;район Замоскворечье;0;0.000
Всестилевое каратэ;район Замоскворечье;0;0.000
Гольф;район Замоскворечье;0;0.000
Горнолыжный спорт;район Замоскворечье;0;0.000
Гребля на байдарках и каноэ;район Замоскворечье;0;0.000
Гребной спорт;район Замоскворечье;0;0.000
Джиу-джитсу;район Замоскворечье;0;0.000
Зимнее купание;район Замоскворечье;0;0.000
Зорбинг;район Замоскворечье;0;0.000
Игра в снежки;район Замоскворечье;0;0.000
Катание на ездовой упряжке;район Замоскворечье;0;0.000
Катание на лыжах;район Замоскворечье;0;0.000
Катание на надувных санях;район Замоскворечье;0;0.000
Катание на тюбингах;район Замоскворечье;0;0.000
Кёрлинг;район Замоскворечье;0;0.000
Киберспорт;район Замоскворечье;0;0.000
Киокусинкай;район Замоскворечье;0;0.000
Комплексное соревнование;район Замоскворечье;0;0.000
Конгрессы, конференции, семинары;район Замоскворечье;0;0.000
Конькобежный спорт;район Замоскворечье;0;0.000
Лыжное двоеборье;район Замоскворечье;0;0.000
Мас-рестлинг;район Замоскворечье;0;0.000
Мини-гольф;район Замоскворечье;0;0.000
Мотоциклетный спорт;район Замоскворечье;0;0.000
Настольные игры;район Замоскворечье;0;0.000
Новус;район Замоскворечье;0;0.000
Парусный спорт;район Замоскворечье;0;0.000
Подводный спорт;район Замоскворечье;0;0.000
Полиатлон;район Замоскворечье;0;0.000
Практическая стрельба;район Замоскворечье;0;0.000
Прыжки в воду;район Замоскворечье;0;0.000
Прыжки на лыжах с трамплина;район Замоскворечье;0;0.000
Пейнтбол;район Замоскворечье;0;0.000
Рукопашный бой;район Замоскворечье;0;0.000
Рыболовный спорт;район Замоскворечье;0;0.000
Самокатный спорт;район Замоскворечье;0;0.000
Силовой;район Замоскворечье;0;0.000
Скандинавская ходьба;район Замоскворечье;0;0.000
Сквош;район Замоскворечье;0;0.000
Смешанное единоборство (ММА);район Замоскворечье;0;0.000
Сноуборд;район Замоскворечье;0;0.000
Современное пятиборье;район Замоскворечье;0;0.000
Софтбол;район Замоскворечье;0;0.000
Спорт глухих;район Замоскворечье;0;0.000
Спорт лиц с поражением ОДА;район Замоскворечье;0;0.000
Спортивное ориентирование;район Замоскворечье;0;0.000
Спортивный туризм;район Замоскворечье;0;0.000
Стендовая стрельба;район Замоскворечье;0;0.000
Страйкбол;район Замоскворечье;0;0.000
Стрельба;район Замоскворечье;0;0.000
Стрельба из стрелкового оружия;район Замоскворечье;0;0.000
Стрельба из лука;район Замоскворечье;0;0.000
Стрельба из табельного оружия;район Замоскворечье;0;0.000
Стрельба из электронного оружия;район Замоскворечье;0;0.000
Сумо;район Замоскворечье;0;0.000
Ушу;район Замоскворечье;0;0.000
Фристайл;район Замоскворечье;0;0.000
Чир спорт;район Замоскворечье;0;0.000
Экспозиции;район Замоскворечье;0;0.000
Эстетическая гимнастика;район Замоскворечье;0;0.000
Авиамодельный спорт;район Замоскворечье;0;0.000
Автомодельный спорт;район Западное Дегунино;0;0.000
Акробатический рок-н-ролл;район Западное Дегунино;0;0.000
Альпинизм;район Западное Дегунино;0;0.000
Бейсбол;район Западное Дегунино;0;0.000
Биатлон;район Западное Дегунино;0;0.000
Борьба на поясах;район Западное Дегунино;0;0.000
Боулинг;район Западное Дегунино;0;0.000
Бочча;район Западное Дегунино;0;0.000
Веломобильный спорт;район Западное Дегунино;0;0.000
Велоспорт;район Западное Дегунино;0;0.000
Велоспорт - Маунтинбайк;район Западное Дегунино;0;0.000
Велоспорт - Трек;район Западное Дегунино;0;0.000
Велоспорт - Шоссе;район Западное Дегунино;0;0.000
Велоспорт ВМХ;район Западное Дегунино;0;0.000
Воднолыжный спорт;район Западное Дегунино;0;0.000
Физкультурно-спортивный комплекс ГТО;район Западное Дегунино;0;0.000
Всестилевое каратэ;район Западное Дегунино;0;0.000
Горнолыжный спорт;район Западное Дегунино;0;0.000
Городошный спорт;район Западное Дегунино;0;0.000
Гребля на байдарках и каноэ;район Западное Дегунино;0;0.000
Гребля на шлюпках;район Западное Дегунино;0;0.000
Ездовой спорт;район Западное Дегунино;0;0.000
Зимнее купание;район Западное Дегунино;0;0.000
Зорбинг;район Западное Дегунино;0;0.000
Зумба;район Западное Дегунино;0;0.000
Катание на ездовой упряжке;район Западное Дегунино;0;0.000
Катание на лошадях;район Западное Дегунино;0;0.000
Катание на лыжах;район Западное Дегунино;0;0.000
Катание на надувных санях;район Западное Дегунино;0;0.000
Катание на санках;район Западное Дегунино;0;0.000
Катание на тюбингах;район Западное Дегунино;0;0.000
Кендо;район Западное Дегунино;0;0.000
Кёрлинг;район Западное Дегунино;0;0.000
Киберспорт;район Западное Дегунино;0;0.000
Киокусинкай;район Западное Дегунино;0;0.000
Комплексное единоборство;район Западное Дегунино;0;0.000
Комплексное соревнование;район Западное Дегунино;0;0.000
Конгрессы, конференции, семинары;район Западное Дегунино;0;0.000
Конный спорт;район Западное Дегунино;0;0.000
Конькобежный спорт;район Западное Дегунино;0;0.000
Лыжное двоеборье;район Западное Дегунино;0;0.000
Мас-рестлинг;район Западное Дегунино;0;0.000
Мотоциклетный спорт;район Западное Дегунино;0;0.000
Новус;район Западное Дегунино;0;0.000
Парусный спорт;район Западное Дегунино;0;0.000
Подводный спорт;район Западное Дегунино;0;0.000
Прыжки в воду;район Западное Дегунино;0;0.000
Прыжки на батуте;район Западное Дегунино;0;0.000
Прыжки на лыжах с трамплина;район Западное Дегунино;0;0.000
Рыболовный спорт;район Западное Дегунино;0;0.000
Самокатный спорт;район Западное Дегунино;0;0.000
Силовой;район Западное Дегунино;0;0.000
Синхронное плавание;район Западное Дегунино;0;0.000
Скандинавская ходьба;район Западное Дегунино;0;0.000
Сквош;район Западное Дегунино;0;0.000
Смешанное единоборство (ММА);район Западное Дегунино;0;0.000
Сноуборд;район Западное Дегунино;0;0.000
Современное пятиборье;район Западное Дегунино;0;0.000
Софтбол;район Западное Дегунино;0;0.000
Спорт глухих;район Западное Дегунино;0;0.000
Спорт лиц с поражением ОДА;район Западное Дегунино;0;0.000
Спортивное ориентирование;район Западное Дегунино;0;0.000
Спортивный туризм;район Западное Дегунино;0;0.000
Стендовая стрельба;район Западное Дегунино;0;0.000
Страйкбол;район Западное Дегунино;0;0.000
Стрельба;район Западное Дегунино;0;0.000
Стрельба из арбалета;район Западное Дегунино;0;0.000
Стрельба из стрелкового оружия;район Западное Дегунино;0;0.000
Стрельба из лука;район Западное Дегунино;0;0.000
Стрельба из табельного оружия;район Западное Дегунино;0;0.000
Стрельба из электронного оружия;район Западное Дегунино;0;0.000
Сумо;район Западное Дегунино;0;0.000
Тайский бокс;район Западное Дегунино;0;0.000
Ушу;район Западное Дегунино;0;0.000
Фехтование;район Западное Дегунино;0;0.000
Фристайл;район Западное Дегунино;0;0.000
Хоккей на траве;район Западное Дегунино;0;0.000
Хореография;район Западное Дегунино;0;0.000
Авиамодельный спорт;район Западное Дегунино;0;0.000
Автомодельный спорт;район Зюзино;0;0.000
Армейский рукопашный бой;район Зюзино;0;0.000
Армлифтинг;район Зюзино;0;0.000
Бейсбол;район Зюзино;0;0.000
Биатлон;район Зюзино;0;0.000
Борьба на поясах;район Зюзино;0;0.000
Боулинг;район Зюзино;0;0.000
Бочча;район Зюзино;0;0.000
Веломобильный спорт;район Зюзино;0;0.000
Велоспорт;район Зюзино;0;0.000
Велоспорт - Маунтинбайк;район Зюзино;0;0.000
Велоспорт - Трек;район Зюзино;0;0.000
Велоспорт - Шоссе;район Зюзино;0;0.000
Водное поло;район Зюзино;0;0.000
Воднолыжный спорт;район Зюзино;0;0.000
Физкультурно-спортивный комплекс ГТО;район Зюзино;0;0.000
Гиревой спорт;район Зюзино;0;0.000
Гольф;район Зюзино;0;0.000
Горнолыжный спорт;район Зюзино;0;0.000
Гребля на байдарках и каноэ;район Зюзино;0;0.000
Гребля на шлюпках;район Зюзино;0;0.000
Гребной спорт;район Зюзино;0;0.000
Ездовой спорт;район Зюзино;0;0.000
Зимнее купание;район Зюзино;0;0.000
Зорбинг;район Зюзино;0;0.000
Зумба;район Зюзино;0;0.000
Игра в снежки;район Зюзино;0;0.000
Йога;район Зюзино;0;0.000
Капоэйра;район Зюзино;0;0.000
Катание на ездовой упряжке;район Зюзино;0;0.000
Катание на лошадях;район Зюзино;0;0.000
Катание на лыжах;район Зюзино;0;0.000
Катание на надувных санях;район Зюзино;0;0.000
Катание на тюбингах;район Зюзино;0;0.000
Кендо;район Зюзино;0;0.000
Киберспорт;район Зюзино;0;0.000
Комплексное соревнование;район Зюзино;0;0.000
Конный спорт;район Зюзино;0;0.000
Конькобежный спорт;район Зюзино;0;0.000
Мини-гольф;район Зюзино;0;0.000
Мотоциклетный спорт;район Зюзино;0;0.000
Парусный спорт;район Зюзино;0;0.000
Подводный спорт;район Зюзино;0;0.000
Комплексные мероприятия;район Зюзино;0;0.000
Прокат спортинвентаря;район Зюзино;0;0.000
Прыжки на батуте;район Зюзино;0;0.000
Прыжки на лыжах с трамплина;район Зюзино;0;0.000
Регби;район Зюзино;0;0.000
Рыболовный спорт;район Зюзино;0;0.000
Самокатный спорт;район Зюзино;0;0.000
Силовой;район Зюзино;0;0.000
Синхронное плавание;район Зюзино;0;0.000
Скандинавская ходьба;район Зюзино;0;0.000
Сквош;район Зюзино;0;0.000
Сноуборд;район Зюзино;0;0.000
Современное пятиборье;район Зюзино;0;0.000
Софтбол;район Зюзино;0;0.000
Спорт глухих;район Зюзино;0;0.000
Спорт лиц с ОВЗ;район Зюзино;0;0.000
Спорт лиц с поражением ОДА;район Зюзино;0;0.000
Спортивный туризм;район Зюзино;0;0.000
Стендовая стрельба;район Зюзино;0;0.000
Стрельба;район Зюзино;0;0.000
Стрельба из стрелкового оружия;район Зюзино;0;0.000
Стрельба из табельного оружия;район Зюзино;0;0.000
Стрельба из электронного оружия;район Зюзино;0;0.000
Сумо;район Зюзино;0;0.000
Фристайл;район Зюзино;0;0.000
Чир спорт;район Зюзино;0;0.000
Экспозиции;район Зюзино;0;0.000
Автомобильный спорт;район Зябликово;0;0.000
Автомодельный спорт;район Зябликово;0;0.000
Альпинизм;район Зябликово;0;0.000
Американский футбол;район Зябликово;0;0.000
Армейский рукопашный бой;район Зябликово;0;0.000
Бильярдный спорт;район Зябликово;0;0.000
Бокс;район Зябликово;0;0.000
Борьба на поясах;район Зябликово;0;0.000
Боулинг;район Зябликово;0;0.000
Бочча;район Зябликово;0;0.000
Веломобильный спорт;район Зябликово;0;0.000
Велоспорт;район Зябликово;0;0.000
Велоспорт - Маунтинбайк;район Зябликово;0;0.000
Велоспорт - Трек;район Зябликово;0;0.000
Водное поло;район Зябликово;0;0.000
Воднолыжный спорт;район Зябликово;0;0.000
Физкультурно-спортивный комплекс ГТО;район Зябликово;0;0.000
Всестилевое каратэ;район Зябликово;0;0.000
Гольф;район Зябликово;0;0.000
Горнолыжный спорт;район Зябликово;0;0.000
Городошный спорт;район Зябликово;0;0.000
Гребля на шлюпках;район Зябликово;0;0.000
Ездовой спорт;район Зябликово;0;0.000
Зимнее купание;район Зябликово;0;0.000
Зорбинг;район Зябликово;0;0.000
Зумба;район Зябликово;0;0.000
Капоэйра;район Зябликово;0;0.000
Катание на ездовой упряжке;район Зябликово;0;0.000
Катание на лошадях;район Зябликово;0;0.000
Катание на лыжах;район Зябликово;0;0.000
Катание на надувных санях;район Зябликово;0;0.000
Катание на санках;район Зябликово;0;0.000
Катание на тюбингах;район Зябликово;0;0.000
Кендо;район Зябликово;0;0.000
Кёрлинг;район Зябликово;0;0.000
Киберспорт;район Зябликово;0;0.000
Кикбоксинг;район Зябликово;0;0.000
Киокусинкай;район Зябликово;0;0.000
Комплексное единоборство;район Зябликово;0;0.000
Комплексное соревнование;район Зябликово;0;0.000
Конгрессы, конференции, семинары;район Зябликово;0;0.000
Конный спорт;район Зябликово;0;0.000
Конькобежный спорт;район Зябликово;0;0.000
Мас-рестлинг;район Зябликово;0;0.000
Мини-гольф;район Зябликово;0;0.000
Мотоциклетный спорт;район Зябликово;0;0.000
Настольные игры;район Зябликово;0;0.000
Новус;район Зябликово;0;0.000
Парусный спорт;район Зябликово;0;0.000
Петанк;район Зябликово;0;0.000
Подводный спорт;район Зябликово;0;0.000
Полиатлон;район Зябликово;0;0.000
Прыжки в воду;район Зябликово;0;0.000
Прыжки на батуте;район Зябликово;0;0.000
Прыжки на лыжах с трамплина;район Зябликово;0;0.000
Пулевая стрельба;район Зябликово;0;0.000
Регби;район Зябликово;0;0.000
Рыболовный спорт;район Зябликово;0;0.000
Самокатный спорт;район Зябликово;0;0.000
Силовой;район Зябликово;0;0.000
Синхронное плавание;район Зябликово;0;0.000
Скандинавская ходьба;район Зябликово;0;0.000
Сквош;район Зябликово;0;0.000
Смешанное единоборство (ММА);район Зябликово;0;0.000
Сноуборд;район Зябликово;0;0.000
Современное пятиборье;район Зябликово;0;0.000
Софтбол;район Зябликово;0;0.000
Спорт глухих;район Зябликово;0;0.000
Спорт лиц с ОВЗ;район Зябликово;0;0.000
Спорт лиц с поражением ОДА;район Зябликово;0;0.000
Спортивная акробатика;район Зябликово;0;0.000
Спортивное ориентирование;район Зябликово;0;0.000
Стендовая стрельба;район Зябликово;0;0.000
Страйкбол;район Зябликово;0;0.000
Стрельба;район Зябликово;0;0.000
Стрельба из арбалета;район Зябликово;0;0.000
Стрельба из стрелкового оружия;район Зябликово;0;0.000
Стрельба из лука;район Зябликово;0;0.000
Стрельба из табельного оружия;район Зябликово;0;0.000
Стрельба из электронного оружия;район Зябликово;0;0.000
Тайский бокс;район Зябликово;0;0.000
Тхэквондо;район Зябликово;0;0.000
Ушу;район Зябликово;0;0.000
Флорбол;район Зябликово;0;0.000
Фристайл;район Зябликово;0;0.000
Хоккей на траве;район Зябликово;0;0.000
Хореография;район Зябликово;0;0.000
Чир спорт;район Зябликово;0;0.000
Шашки;район Зябликово;0;0.000
Экспозиции;район Зябликово;0;0.000
Авиамодельный спорт;район Зябликово;0;0.000
Автомобильный спорт;район Ивановское;0;0.000
Автомодельный спорт;район Ивановское;0;0.000
Американский футбол;район Ивановское;0;0.000
Бейсбол;район Ивановское;0;0.000
Биатлон;район Ивановское;0;0.000
Бильярдный спорт;район Ивановское;0;0.000
Борьба на поясах;район Ивановское;0;0.000
Боулинг;район Ивановское;0;0.000
Бочча;район Ивановское;0;0.000
Веломобильный спорт;район Ивановское;0;0.000
Велоспорт;район Ивановское;0;0.000
Велоспорт - Маунтинбайк;район Ивановское;0;0.000
Велоспорт - Трек;район Ивановское;0;0.000
Велоспорт - Шоссе;район Ивановское;0;0.000
Велоспорт ВМХ;район Ивановское;0;0.000
Воднолыжный спорт;район Ивановское;0;0.000
Восточное единоборство;район Ивановское;0;0.000
Физкультурно-спортивный комплекс ГТО;район Ивановское;0;0.000
Всестилевое каратэ;район Ивановское;0;0.000
Гиревой спорт;район Ивановское;0;0.000
Гольф;район Ивановское;0;0.000
Горнолыжный спорт;район Ивановское;0;0.000
Гребля на байдарках и каноэ;район Ивановское;0;0.000
Гребля на шлюпках;район Ивановское;0;0.000
Гребной спорт;район Ивановское;0;0.000
Ездовой спорт;район Ивановское;0;0.000
Зимнее купание;район Ивановское;0;0.000
Зорбинг;район Ивановское;0;0.000
Капоэйра;район Ивановское;0;0.000
Катание на ездовой упряжке;район Ивановское;0;0.000
Катание на лошадях;район Ивановское;0;0.000
Катание на лыжах;район Ивановское;0;0.000
Катание на надувных санях;район Ивановское;0;0.000
Кендо;район Ивановское;0;0.000
Кёрлинг;район Ивановское;0;0.000
Киберспорт;район Ивановское;0;0.000
Киокусинкай;район Ивановское;0;0.000
